1	33050993	33051332	1	-0.154998	18	0.056	0.031	0.71667	0.87167
1	33306545	33307174	9.4e-08	-0.212167	71	4.3e-14	3.4e-12	0.055575	0.26774
1	33633296	33633519	1	0.203560	18	0.17	0.48	0.38228	0.17872
1	34176781	34177423	0.4	-0.179408	50	2.1e-05	1.4e-05	0.079723	0.25913
1	34792963	34793190	0.0052	-0.166480	28	1.2e-10	1.9e-07	0.034004	0.20048
1	34885430	34886253	1.9e-09	-0.365947	61	4.4e-14	6.9e-14	0.1262	0.49214
1	34929209	34930605	1	-0.152034	35	0.0035	0.012	0.012331	0.16437
1	34976636	34977276	1	-0.227893	24	0.0013	0.014	0.74046	0.96835
1	35120730	35120990	0.00029	-0.700947	17	7.7e-09	1e-08	0.079632	0.78058
1	35573248	35574450	0.34	-0.167723	125	0.0017	1.2e-05	0.31052	0.47824
1	35576831	35577843	3.3e-11	-0.411757	77	4.5e-14	1.2e-15	0.20382	0.61557
1	35707805	35708378	1	-0.187806	47	0.0041	0.00063	0.013432	0.20124
1	36124854	36125520	1	-0.102492	39	0.43	0.22	0.053491	0.15598
1	37318010	37318657	1	-0.261874	28	3.5e-07	9.2e-05	0.15724	0.41912
1	37556851	37557118	1	-0.130752	21	0.0021	0.022	0.076202	0.20695
1	37753621	37754340	0.054	-0.192425	21	4.4e-06	1.9e-06	0.039434	0.23186
1	37764166	37765216	8.8e-05	-0.217162	52	1.9e-10	3.2e-09	0.046004	0.26317
1	37995912	37996316	1	-0.135003	37	0.029	0.022	0.23091	0.36591
1	38578493	38578861	0.048	-0.145097	37	2.6e-06	1.7e-06	0.054992	0.20009
1	38044430	38047970	3.9e-13	-0.109691	384	1.1e-11	1.4e-17	0.032131	0.14182
1	39408346	39409567	0.011	-0.163515	94	2.5e-05	3.9e-07	0.0095012	0.17302
1	39514693	39516096	1	-0.151929	78	0.0018	0.001	0.070896	0.22283
1	39490752	39492465	7.5e-11	-0.217243	195	5.5e-11	2.7e-15	0.050158	0.2674
1	39639338	39640035	0.00026	-0.262007	46	3.3e-09	9.2e-09	0.1446	0.4066
1	39683759	39684341	4.4e-07	-0.359427	58	4.6e-14	1.6e-11	0.14017	0.4996
1	39770095	39771518	1	-0.154684	69	0.033	0.0021	0.039929	0.19461
1	40132836	40133537	1	0.105733	48	0.12	0.013	0.48552	0.37979
1	40303514	40304199	1	-0.275240	48	5.3e-07	4.2e-05	0.61739	0.89263
1	40654182	40654464	1	-0.382026	16	0.00051	4.9e-05	0.40346	0.78549
1	40665439	40665816	1	-0.104166	3	0.55	0.91	0.0069445	0.11111
1	40802247	40802726	1	-0.198463	19	0.37	0.66	0.012941	0.2114
1	40818168	40818919	1.6e-08	-0.353402	60	4.3e-14	5.7e-13	0.12028	0.47369
1	40838059	40838764	1	-0.189222	52	8e-05	5.5e-05	0.65816	0.84739
1	40884068	40884621	1	-0.230754	54	2.7e-05	0.0002	0.31024	0.541
1	42785091	42785411	0.037	-0.446114	20	1.7e-05	1.3e-06	0.043053	0.48917
1	43565615	43566167	4.4e-13	-0.735993	40	3.9e-14	1.6e-17	0.042832	0.77883
1	44103319	44103727	1	-0.132554	27	0.0089	0.01	0.6648	0.79735
1	44417464	44418232	1.5e-05	-0.357101	57	7e-14	5.4e-10	0.14485	0.50195
1	44405469	44408375	3.9e-26	-0.232623	216	4.3e-14	1.4e-30	0.049911	0.28253
1	44617067	44617613	1	0.127710	60	8.7e-05	7.1e-05	0.50479	0.37708
1	44724033	44724886	1	-0.215929	31	0.024	0.041	0.67194	0.88787
1	44784188	44784680	1	-0.211139	15	0.41	0.34	0.038861	0.25
1	44786290	44786620	0.0062	-0.415602	22	6.7e-08	2.2e-07	0.018506	0.43411
1	45326747	45327629	0.33	-0.250482	94	7e-05	1.2e-05	0.093339	0.34382
1	45622522	45623470	7.1e-13	-0.355590	70	4.1e-14	2.6e-17	0.56557	0.92116
1	45803427	45804148	1	0.126988	78	5.4e-05	0.00021	0.13482	0.0078297
1	46240236	46240493	1	-0.265549	28	1.6e-05	0.00062	0.68993	0.95548
1	46448114	46448671	2.2e-17	-0.389235	66	4e-14	7.9e-22	0.045946	0.43518
1	46474564	46474765	1	-0.352165	15	1.8e-05	0.0008	0.38571	0.73787
1	46485496	46486120	1	-0.270216	42	0.00022	5.8e-05	0.21896	0.48917
1	46543903	46544460	0.046	-0.177658	47	2.2e-09	1.6e-06	0.083935	0.26159
1	46612908	46613295	1	-0.154056	13	0.17	0.12	0.79445	0.9485
1	47230832	47232525	1.1e-12	-0.270916	89	4.5e-14	3.9e-17	0.039745	0.31066
1	47416224	47417393	0.1	-0.124381	167	1.2e-05	3.7e-06	0.065262	0.18964
1	47593121	47593558	5.2e-08	-0.203197	43	1.8e-11	1.9e-12	0.017795	0.22099
1	47725084	47725377	1	0.130611	15	0.49	0.15	0.20167	0.071055
1	47984198	47984472	3.9e-12	-0.429437	36	4.5e-14	1.4e-16	0.44453	0.87397
1	48471632	48472399	1	-0.153439	1	0.67	1	0.2037	0.35714
1	50047972	50048648	0.064	-0.230201	26	0.0004	2.3e-06	0.17841	0.40861
1	50415244	50415844	3.4e-08	-0.557835	32	1.5e-13	1.2e-12	0.14127	0.69911
1	50416212	50416431	0.0016	-0.352784	17	8.7e-09	5.7e-08	0.016849	0.36963
1	50416761	50416988	1	-0.139007	7	0.5	0.46	0.02936	0.16837
1	50417325	50417754	0.046	-0.410039	33	3.6e-11	1.6e-06	0.11531	0.52535
1	50418556	50425799	7.5e-45	-0.239241	397	4.1e-14	2.7e-49	0.087715	0.32696
1	53061992	53063302	1	-0.143568	41	0.01	0.011	0.20761	0.35118
1	53092716	53092970	1	-0.301421	5	0.16	0.44	0.49858	0.8
1	53737729	53739637	8.1e-06	-0.191399	181	9.8e-08	2.9e-10	0.031828	0.22323
1	54121691	54122019	1	-0.138889	12	0.11	1	0	0.13889
1	54356317	54356660	0.38	-0.285481	19	9.2e-05	1.4e-05	0.55757	0.84305
1	54390728	54390935	8.3e-06	-0.690927	21	1.3e-10	3e-10	0.29133	0.98226
1	54474673	54475080	1	-0.132374	45	0.0076	0.0077	0.0098918	0.14227
1	54781069	54781846	8.2e-19	-0.510026	84	4.6e-14	2.9e-23	0.28299	0.79302
1	54800604	54801385	1	-0.149186	80	0.026	0.0086	0.098786	0.24797
1	54997015	54997337	1	-0.269395	33	0.00047	0.00029	0.20516	0.47455
1	55039387	55040342	2.2e-06	-0.177469	84	1.6e-09	8e-11	0.025023	0.20249
1	58249600	58250423	0.00091	-0.127941	53	4.2e-07	3.3e-08	0.0090522	0.13699
1	60073643	60073868	1	-0.138441	23	0.0029	0.037	0.22812	0.36656
1	62194883	62195274	1	-0.112637	1	0.67	1	0.17308	0.28571
1	62318465	62319462	3.7e-07	-0.178166	82	1.9e-13	1.3e-11	0.058324	0.23649
1	63329692	63330469	1.8e-08	-0.233250	65	5e-14	6.4e-13	0.08959	0.32284
1	63316723	63324800	5.1e-22	-0.184599	457	4.1e-14	1.8e-26	0.088858	0.27346
1	65265728	65266166	5.6e-07	-0.281105	42	1.9e-11	2e-11	0.0092196	0.29032
1	65525318	65526128	0.0051	-0.126997	83	1.9e-06	1.8e-07	0.02154	0.14854
1	65792757	65793235	1.2e-07	-0.198956	58	3.6e-11	4.2e-12	0.012422	0.21138
1	66533045	66533377	3.3e-06	-0.405187	25	7.1e-12	1.2e-10	0.031572	0.43676
1	66752396	66752610	1	-0.478261	1	0.67	1	0.021739	0.5
1	67134707	67135032	1	-0.113017	3	0.17	0.1	0.035334	0.14835
1	68046960	68047322	1	-0.131975	27	0.012	0.0019	0.8138	0.94577
1	68051571	68051791	1	-0.224071	22	6.4e-07	8.7e-05	0.37997	0.60404
1	75130128	75130477	1	-0.259646	19	1.5e-06	7.8e-05	0.056686	0.31633
1	75131038	75131262	1	-0.250026	18	0.0063	0.031	0.063456	0.31348
1	75136313	75137124	1	-0.106632	26	0.031	0.01	0.11342	0.22005
